23,1956,4.0,1019516112
23,2028,4.0,1019516045
23,2116,3.0,1019516178
23,2993,3.0,1019516074
23,3334,4.0,1019516112
23,3702,3.0,1019516095
23,4993,4.0,1019516178
24,1,4.0,979869938
24,2,3.0,979974023
24,6,4.0,979870499
24,16,3.0,979870379
24,17,3.0,979974163
24,21,4.0,979870629
24,25,3.0,979870091
24,26,3.0,979870852
24,4126,3.0,980469320
24,4128,4.0,979971540
24,4132,3.0,980469303
25,2,3.0,838419351
25,10,3.0,838419184
25,19,2.0,838419248
25,21,4.0,838419248
25,44,3.0,838419408
25,590,4.0,838419084
25,592,3.0,838419084
25,593,4.0,838419159
25,597,4.0,838419335
26,1923,4.0,985047440
26,1977,4.0,985047532
26,2478,4.0,985047532
26,2558,3.0,985047480
26,3450,3.0,985047480
27,1,3.5,1201213305
27,32,3.5,1201203291
27,47,0.5,1201203264
27,50,4.0,1201203293
27,69,3.0,1201202615
27,8622,4.0,1201213469
27,8874,3.5,1201214137
27,33493,4.5,1201203396
27,48385,3.5,1201213351
27,48774,4.0,1201213246
27,53996,0.5,1201213519
28,50,4.0,1392410191
28,260,4.5,1392410239
28,318,4.5,1392410182
28,527,4.5,1392410194
28,858,4.5,1392410188
28,1196,4.0,1392410257
28,79132,4.5,1392410262
28,82852,3.0,1392410075
28,89470,3.0,1392409773
28,91535,3.0,1392409885
29,17,4.0,1044020781
29,110,3.0,1044020005
29,236,1.0,1044020128
29,296,3.0,1044020481
29,342,2.0,1044020491
29,369,2.0,1044020005
29,454,4.0,1044019988
29,5459,2.0,1044020907
29,5646,5.0,1044020754
29,5952,4.0,1044020840
30,24,3.0,968585802
30,32,4.0,968585731
30,50,5.0,967845749
30,110,5.0,967986311
30,111,3.0,967845628
30,235,4.0,967845684
30,3753,4.0,977056288
30,3791,3.0,968668053
30,3841,4.0,968667975
30,5649,4.0,967805203
30,6184,3.0,968668015
31,520,4.0,1328850462
31,1358,4.5,1328850488
31,1377,4.5,1328850511
31,1513,3.5,1328850569
31,2006,4.5,1328850493
31,2018,5.0,1328850590
31,2087,4.5,1328850594
31,2294,3.0,1328850542
31,3755,5.0,1328850546
32,260,5.0,1462268999
32,527,2.5,1462269073
32,586,5.0,1462996911
32,589,2.0,1462997142
32,597,1.5,1462997136
32,736,3.0,1462997139
32,1036,4.0,1462996897
32,122886,5.0,1462301612
32,122892,4.0,1462301395
32,122900,3.5,1462301795
32,122904,4.0,1462301702
32,135133,5.0,1462301990
33,10,5.0,840451766
33,19,3.0,840451964
33,34,4.0,840451856
33,39,4.0,840452088
33,43,3.0,840450897
33,110,3.0,840451812
33,589,4.0,840451964
33,592,4.0,840451538
33,595,4.0,840451652
33,780,5.0,840452137
34,1,3.0,1498760963
34,2,3.0,1498761848
34,6,4.0,1498761067
34,10,2.5,1498761822
34,16,5.0,1498761075
34,32,5.0,1498760931
34,34,1.5,1498761815
34,168252,5.0,1498761212
34,171763,0.5,1498760765
34,172547,2.0,1498760764
34,174585,0.5,1498760878
35,29,5.0,1386529371
35,342,3.0,1386529291
35,551,5.0,1386529577
35,785,4.0,1386529311
35,910,3.5,1386529314
35,1088,3.0,1386529319
35,55442,4.0,1386530088
35,68237,3.5,1386530104
35,68954,4.0,1386530086
35,96610,3.0,1386530113
36,116,1.0,965349001
36,170,4.0,965349039
36,835,3.0,965349001
36,902,2.0,965349039
36,920,2.0,965348973
36,1097,5.0,965349039
36,1198,4.0,965349001
36,2531,3.0,965349039
36,2951,3.0,965349039
36,3396,3.0,965349039
37,1,3.5,1301635308
37,10,2.5,1301635444
37,47,3.0,1301810806
37,150,4.0,1301635293
37,231,2.5,1301635409
37,260,3.5,1301635288
37,296,4.0,1301635278
37,316,2.5,1301635382
37,69849,4.0,1301728304
37,72011,3.0,1301634428
37,79132,3.5,1301728396
37,80463,3.5,1301633795
37,80917,3.5,1301727674
37,81562,3.5,1301727746
38,312,3.5,1392948616
38,1372,3.5,1392948250
38,1373,3.5,1392948322
38,2153,3.5,1392948469
38,97938,3.5,1392948651
38,99114,4.0,1392948495
38,102125,4.5,1392948702
38,103688,4.0,1392949418
38,104841,4.5,1392948744
39,318,1.5,1461999100
39,122886,5.0,1462001007
39,122904,5.0,1462001005
39,134130,5.0,1462000995
40,1,4.0,862515453
40,5,4.0,862515493
40,7,3.0,862515528
40,14,2.0,862515619
41,117176,4.5,1445255231
41,117529,5.0,1445256210
41,119145,5.0,1445256178
41,122892,5.0,1445256151
41,134853,4.0,1445254922
42,5504,2.0,1163521434
42,5995,4.5,1163519251
42,6863,3.5,1163519276
42,7143,4.0,1163519220
42,7445,4.0,1163521113
42,7934,3.5,1163521488
42,34072,4.5,1163521321
42,45499,4.0,1163521327
43,1,3.5,1179198876
43,2,4.0,1179199137
43,10,3.5,1179198979
43,34,3.0,1180401082
43,39,2.0,1179198229
43,44,3.0,1179199789
43,48,2.5,1179199478
43,60,2.0,1179196804
43,104,3.5,1179199232
44,1,5.0,834753794
44,111,5.0,834753852
44,150,4.0,834753695
44,153,2.0,834753728
44,165,3.0,834753728
44,231,1.0,834753760
44,266,4.0,834753835
44,296,5.0,834753695
44,300,4.0,834753810
44,318,5.0,834753759
44,339,4.0,834753777
44,344,4.0,834753728
44,349,5.0,834753728
44,457,5.0,834753810
44,588,5.0,834753728
44,590,3.0,834753695
44,593,5.0,834753794
44,595,5.0,834753760
45,2483,4.0,920639182
46,1,4.5,1045606538
46,3,3.5,1046465682
46,6,3.0,979328509
46,16,3.5,1054059882
46,19,3.5,1054057806
46,21,4.0,1133202945
46,24,3.0,979331875
46,29,2.5,1109543229
46,32,3.0,979331727
47,1,5.0,1169076292
47,17,5.0,1036709442
47,25,4.0,1036709534
47,34,5.0,970512152
47,36,5.0,970512210
47,50,4.0,1169076304
47,58,4.0,1036709513
47,80,4.0,970512243
47,111,5.0,970512005
47,154,4.0,970512112
47,164,3.0,1036709188
47,215,3.0,1036709534
47,296,5.0,1169076343
47,318,5.0,970511043
47,6711,5.0,1169076320
47,6874,2.0,1169076376
48,261,3.0,1309848520
48,318,5.0,1309849480
48,520,4.0,1309848469
48,1381,0.5,1309848737
48,2033,3.0,1309849095
48,2563,4.0,1309849215
48,2581,4.0,1309848585
48,3189,3.5,1309848937
48,3565,4.0,1309848918
48,4014,5.0,1309849985
48,4161,2.5,1309848708
48,4993,4.5,1309849442
48,5380,4.5,1309848925
49,1,5.0,1149447665
49,2,4.5,1149447909
49,10,5.0,1149446885
49,19,3.5,1149447926
49,32,4.0,1149446883
49,34,3.5,1149447738
49,39,3.0,1149447587
49,47,5.0,1149446418
49,50,5.0,1149444898
49,70,4.0,1149445581
50,296,3.0,1462078322
50,318,4.0,1462078090
50,480,3.0,1462078336
50,527,4.0,1462078110
50,780,2.5,1462078345
50,858,4.5,1462078105
50,1213,4.0,1462078126
50,1221,4.5,1462078108
50,2571,3.5,1462078316
50,2959,3.5,1462078129
50,56782,4.0,1462078163
50,122886,3.0,1462078184
50,134130,3.5,1462078178
50,142488,3.5,1462078189
50,148626,4.0,1462078181
